date,hospital,requests,A+,A-,B+,B-,AB+,AB-,O+,O-
2022-03-20,Hospital Tawau,8,1,0,2,1,0,1,2,1
2022-03-20,Hospital Tenom,5,2,0,0,0,1,0,1,1
2022-03-20,Hospital Wanita dan Kanak-Kanak Sabah[5],24,2,3,5,2,3,3,2,4
2022-03-20,Sarawak General Hospital,0,0,0,0,0,0,0,0,0
2022-03-20,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",5,2,1,1,0,1,0,0,0
2022-03-20,Hospital Bau,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Sibu,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Miri,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Sarikei,16,3,0,4,1,3,1,4,0
2022-03-20,Hospital Sri Aman,35,3,6,4,2,6,7,3,4
2022-03-20,Hospital Limbang,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Kapit,7,1,0,0,1,1,2,1,1
2022-03-20,Hospital Sentosa,7,2,3,1,0,0,0,1,0
2022-03-20,Hospital Mukah,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Marudi,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Bintulu,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Serian,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Simunjan,15,2,2,2,1,2,1,3,2
2022-03-20,Rajah Charles Brooke Memorial Hospital,30,2,5,2,4,4,2,3,8
2022-03-20,Hospital Kanowit,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Saratok,32,6,4,4,6,3,2,0,7
2022-03-20,Hospital Dalat,6,0,1,0,2,1,1,0,1
2022-03-20,Hospital Shah Alam,7,1,1,1,0,1,2,0,1
2022-03-20,Hospital Ampang,7,0,0,1,3,0,2,1,0
2022-03-20,Hospital Banting,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Kajang,16,3,1,1,1,1,4,2,3
2022-03-20,Hospital Kuala Kubu Baru,32,3,4,4,1,4,6,6,4
2022-03-20,Hospital Selayang,42,5,4,7,6,6,6,5,3
2022-03-20,Hospital Sultan Idris Shah Serdang,7,2,0,1,2,1,1,0,0
2022-03-20,Hospital Sungai Buloh,40,5,5,6,4,4,5,6,5
2022-03-20,Hospital Tanjung Karang,6,1,1,1,0,3,0,0,0
2022-03-20,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",12,1,0,2,2,3,1,2,1
2022-03-20,"Hospital Tengku Ampuan Rahimah, Klang",15,2,2,1,4,1,1,3,1
2022-03-20,Universiti Putra Malaysia Teaching Hospital,7,0,2,0,1,1,2,0,1
2022-03-20,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",24,1,1,6,5,4,2,3,2
2022-03-20,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",42,6,6,8,4,3,3,6,6
2022-03-20,Hospital Dungun,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Kemaman,0,0,0,0,0,0,0,0,0
2022-03-20,Hospital Besut,10,4,1,1,1,2,0,1,0
2022-03-20,Hospital Hulu Terengganu,7,1,1,2,1,0,1,0,1
2022-03-20,Hospital Setiu,35,2,8,3,2,6,5,4,5
2022-03-21,"Hospital Pakar Sultanah Fatimah, Muar",8,1,1,2,1,2,0,1,0
2022-03-21,"Hospital Sultanah Nora Ismail, Batu Pahat",0,0,0,0,0,0,0,0,0
2022-03-21,"Hospital Enche Besar Hajjah Kalsom, Kluang",42,3,2,7,7,4,13,5,1
2022-03-21,Hospital Segamat,20,2,2,1,2,5,2,1,5
2022-03-21,Hospital Pontian,8,1,1,1,1,1,2,0,1
2022-03-21,Hospital Kota Tinggi,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Mersing,54,5,7,8,7,8,3,9,7
2022-03-21,Hospital Tangkak,8,1,3,0,1,0,1,2,0
2022-03-21,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",30,5,3,4,5,5,1,4,3
2022-03-21,Sultan Ismail Hospital,14,1,2,2,1,4,1,1,2
2022-03-21,"Hospital Sultanah Aminah, Johor Bahru[2]",24,2,4,5,4,3,2,1,3
2022-03-21,"Sultanah Bahiyah Hospital, Alor Setar",54,7,7,7,8,8,6,6,5
2022-03-21,"Sultan Abdul Halim Hospital, Sungai Petani",6,2,0,1,1,1,0,1,0
2022-03-21,Pendang Hospital,0,0,0,0,0,0,0,0,0
2022-03-21,Kulim Hospital,21,1,4,2,1,2,1,5,5
2022-03-21,Baling Hospital,10,3,1,0,1,2,0,0,3
2022-03-21,Sik Hospital,10,3,1,1,0,2,2,1,0
2022-03-21,Hospital Yan,18,3,3,2,2,2,2,2,2
2022-03-21,Hospital Jitra,14,1,1,6,3,1,0,2,0
2022-03-21,Hospital Kuala Nerang,48,4,5,6,7,6,9,6,5
2022-03-21,"Hospital Raja Perempuan Zainab II, Kota Bharu",7,0,1,1,2,2,0,0,1
2022-03-21,Hospital Pasir Mas,18,0,0,2,4,0,6,5,1
2022-03-21,Hospital Tumpat,75,6,13,13,9,10,7,4,13
2022-03-21,Hospital Machang,20,5,2,4,1,2,1,0,5
2022-03-21,Hospital Jeli,8,0,0,2,1,0,1,1,3
2022-03-21,Hospital Tanah Merah,0,0,0,0,0,0,0,0,0
2022-03-21,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Gua Musang,20,4,2,3,4,2,3,1,1
2022-03-21,Hospital Kuala Krai,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Universiti Sains Malaysia (HUSM),16,2,1,1,2,1,3,3,3
2022-03-21,Kuala Lumpur Hospital,30,3,3,2,4,7,3,2,6
2022-03-21,National Heart Institute of Malaysia (IJN),5,0,2,1,0,0,0,1,1
2022-03-21,Hospital Canselor Tuanku Muhriz UKM (HCTM),15,1,2,0,1,3,3,2,3
2022-03-21,University Malaya Medical Centre (UMMC),8,3,0,0,2,0,3,0,0
2022-03-21,Hospital Angkatan Tentera Tuanku Mizan,32,7,6,3,3,5,2,1,5
2022-03-21,Hospital Rehabilitasi Cheras,16,2,1,2,3,3,1,3,1
2022-03-21,Hospital Nukleus Labuan,7,1,1,2,0,1,0,0,2
2022-03-21,Jabatan Kesihatan Labuan,5,0,2,2,0,0,0,1,0
2022-03-21,Malacca General Hospital,14,1,2,1,3,2,0,4,1
2022-03-21,Hospital Alor Gajah,25,4,6,2,2,2,1,4,4
2022-03-21,Hospital Jasin,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Angkatan Tentera Terendak,5,1,0,0,1,0,2,1,0
2022-03-21,Tuanku Ja'afar Hospital,16,1,1,0,5,2,4,2,1
2022-03-21,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",18,3,1,0,3,5,0,3,3
2022-03-21,Hospital Port Dickson,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Tampin,12,1,2,0,5,0,1,2,1
2022-03-21,Hospital Jelebu,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Jempol,54,5,12,4,3,5,11,7,7
2022-03-21,Hospital Rembau,21,2,1,3,7,3,1,3,1
2022-03-21,Tengku Ampuan Afzan Hospital,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Kuala Lipis,5,1,2,0,0,1,1,0,0
2022-03-21,Hospital Raub,6,1,0,1,1,3,0,0,0
2022-03-21,Hospital Bentong,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Jerantut,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Jengka,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Muadzam Shah,0,0,0,0,0,0,0,0,0
2022-03-21,"Hospital Sultan Haji Ahmad Shah, Temerloh",8,1,1,2,0,0,3,1,0
2022-03-21,Hospital Cameron Highlands,28,2,4,3,3,2,5,3,6
2022-03-21,Hospital Rompin,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Universiti Islam Antabangsa (UIA) Kuantan,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Bera,30,4,5,3,5,1,2,4,6
2022-03-21,Penang General Hospital,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Sungai Bakap,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Bukit Mertajam,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Balik Pulau,18,3,4,1,0,5,2,0,3
2022-03-21,Hospital Seberang Jaya,30,3,2,1,8,5,2,4,5
2022-03-21,Hospital Kepala Batas,32,3,5,4,3,5,4,2,6
2022-03-21,Hospital Batu Gajah,7,0,0,1,2,0,2,0,2
2022-03-21,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",60,10,7,6,5,9,7,9,7
2022-03-21,Hospital Changkat Melintang,36,4,6,3,3,1,8,5,6
2022-03-21,Hospital Grik,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Kampar,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Kuala Kangsar,6,1,1,1,2,1,0,0,0
2022-03-21,Hospital Parit Buntar,5,1,1,1,0,0,0,1,1
2022-03-21,"Hospital Raja Permaisuri Bainun, Ipoh",5,2,0,0,0,1,2,0,0
2022-03-21,Hospital Selama,6,1,2,1,0,0,1,0,1
2022-03-21,Hospital Seri Manjung,35,4,1,2,4,4,7,8,5
2022-03-21,Hospital Sg. Siput,5,1,1,0,2,0,0,1,0
2022-03-21,Hospital Slim River,112,9,9,19,18,20,10,13,14
2022-03-21,Hospital Tapah,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Taiping,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Teluk Intan,0,0,0,0,0,0,0,0,0
2022-03-21,"Hospital Tuanku Fauziah, Kangar",15,1,2,3,3,3,1,1,1
2022-03-21,Putrajaya Hospital,0,0,0,0,0,0,0,0,0
2022-03-21,National Cancer Institute,24,2,5,4,3,1,2,4,3
2022-03-21,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",32,5,5,3,3,3,4,6,3
2022-03-21,"Duchess of Kent Hospital, Sandakan",0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Beaufort,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Beluran,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Kinabatangan,30,2,9,2,3,1,7,3,3
2022-03-21,Hospital Kota Belud,14,3,1,4,1,2,2,1,0
2022-03-21,Hospital Kota Marudu,8,0,3,1,1,1,0,2,0
2022-03-21,Hospital Kuala Penyu,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Kudat,7,0,2,2,0,1,1,0,1
2022-03-21,Hospital Lahad Datu,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Mesra Bukit Padang,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Papar,7,0,1,3,0,1,0,2,0
2022-03-21,Hospital Ranau,21,3,3,2,2,1,4,4,2
2022-03-21,Hospital Semporna,16,3,2,2,1,1,3,2,2
2022-03-21,Hospital Sipitang,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Tambunan,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Tawau,18,2,2,1,2,5,4,0,2
2022-03-21,Hospital Tenom,5,0,0,0,1,1,0,2,1
2022-03-21,Hospital Wanita dan Kanak-Kanak Sabah[5],25,4,5,1,7,2,2,3,1
2022-03-21,Sarawak General Hospital,0,0,0,0,0,0,0,0,0
2022-03-21,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Bau,10,1,1,2,2,0,1,2,1
2022-03-21,Hospital Sibu,21,7,2,3,2,3,1,0,3
2022-03-21,Hospital Miri,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Sarikei,15,1,2,1,2,0,5,2,2
2022-03-21,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Limbang,5,0,0,0,2,0,0,1,2
2022-03-21,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Sentosa,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Mukah,7,1,1,2,1,1,1,0,0
2022-03-21,Hospital Marudi,6,0,1,0,3,2,0,0,0
2022-03-21,Hospital Lundu,8,1,1,0,1,1,2,2,0
2022-03-21,Hospital Bintulu,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Betong,8,2,0,1,0,3,1,1,0
2022-03-21,Hospital Serian,7,0,0,2,1,1,0,1,2
2022-03-21,Hospital Simunjan,0,0,0,0,0,0,0,0,0
2022-03-21,Rajah Charles Brooke Memorial Hospital,7,0,2,0,1,1,1,1,1
2022-03-21,Hospital Kanowit,14,3,0,1,5,1,1,2,1
2022-03-21,Hospital Saratok,25,3,4,7,5,0,1,2,3
2022-03-21,Hospital Dalat,5,1,1,1,0,1,1,0,0
2022-03-21,Hospital Shah Alam,6,1,1,3,0,1,0,0,0
2022-03-21,Hospital Ampang,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Banting,10,1,1,0,2,3,2,0,1
2022-03-21,Hospital Kajang,20,2,0,3,2,5,1,4,3
2022-03-21,Hospital Kuala Kubu Baru,56,6,6,5,5,6,7,16,5
2022-03-21,Hospital Selayang,36,5,5,1,3,2,9,5,6
2022-03-21,Hospital Sultan Idris Shah Serdang,24,4,2,4,1,3,3,4,3
2022-03-21,Hospital Sungai Buloh,35,5,4,5,5,5,7,4,0
2022-03-21,Hospital Tanjung Karang,48,3,7,6,3,8,6,5,10
2022-03-21,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",28,2,3,3,2,2,3,8,5
2022-03-21,"Hospital Tengku Ampuan Rahimah, Klang",15,0,2,1,2,1,2,3,4
2022-03-21,Universiti Putra Malaysia Teaching Hospital,0,0,0,0,0,0,0,0,0
2022-03-21,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",49,9,5,8,3,3,7,8,6
2022-03-21,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",15,2,3,1,2,3,0,1,3
2022-03-21,Hospital Dungun,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Kemaman,16,1,0,4,2,2,3,2,2
2022-03-21,Hospital Besut,0,0,0,0,0,0,0,0,0
2022-03-21,Hospital Hulu Terengganu,14,1,3,3,1,1,2,0,3
2022-03-21,Hospital Setiu,24,1,1,2,4,4,2,6,4
2022-03-22,"Hospital Pakar Sultanah Fatimah, Muar",5,0,0,0,1,1,0,2,1
2022-03-22,"Hospital Sultanah Nora Ismail, Batu Pahat",0,0,0,0,0,0,0,0,0
2022-03-22,"Hospital Enche Besar Hajjah Kalsom, Kluang",15,3,1,4,0,0,2,4,1
2022-03-22,Hospital Segamat,60,8,4,11,7,4,10,7,9
2022-03-22,Hospital Pontian,24,3,3,1,5,3,4,2,3
2022-03-22,Hospital Kota Tinggi,15,3,2,3,0,3,4,0,0
2022-03-22,Hospital Mersing,7,1,2,0,1,1,0,1,1
2022-03-22,Hospital Tangkak,5,1,0,0,1,0,0,3,0
2022-03-22,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",0,0,0,0,0,0,0,0,0
2022-03-22,Sultan Ismail Hospital,0,0,0,0,0,0,0,0,0
2022-03-22,"Hospital Sultanah Aminah, Johor Bahru[2]",24,1,1,2,4,5,3,3,5
2022-03-22,"Sultanah Bahiyah Hospital, Alor Setar",35,3,2,6,4,6,6,1,7
2022-03-22,"Sultan Abdul Halim Hospital, Sungai Petani",0,0,0,0,0,0,0,0,0
2022-03-22,Pendang Hospital,0,0,0,0,0,0,0,0,0
2022-03-22,Kulim Hospital,6,0,0,1,1,1,2,0,1
2022-03-22,Baling Hospital,20,2,4,6,2,2,0,3,1
2022-03-22,Sik Hospital,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Yan,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Jitra,10,0,1,1,1,3,3,0,1
2022-03-22,Hospital Kuala Nerang,42,4,9,4,2,6,6,5,6
2022-03-22,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Pasir Mas,21,1,2,2,4,2,2,3,5
2022-03-22,Hospital Tumpat,66,4,7,12,9,6,12,11,5
2022-03-22,Hospital Machang,32,6,5,4,1,4,0,6,6
2022-03-22,Hospital Jeli,6,0,0,1,1,1,1,0,2
2022-03-22,Hospital Tanah Merah,5,0,3,0,0,1,0,1,0
2022-03-22,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Gua Musang,25,2,1,5,3,3,4,5,2
2022-03-22,Hospital Kuala Krai,12,1,1,1,2,3,1,3,0
2022-03-22,Hospital Universiti Sains Malaysia (HUSM),21,2,1,1,1,4,4,5,3
2022-03-22,Kuala Lumpur Hospital,18,1,2,3,3,2,3,2,2
2022-03-22,National Heart Institute of Malaysia (IJN),14,1,0,3,3,2,3,1,1
2022-03-22,Hospital Canselor Tuanku Muhriz UKM (HCTM),12,2,1,0,1,2,2,3,1
2022-03-22,University Malaya Medical Centre (UMMC),10,2,0,1,0,3,3,1,0
2022-03-22,Hospital Angkatan Tentera Tuanku Mizan,35,3,5,0,6,6,7,2,6
2022-03-22,Hospital Rehabilitasi Cheras,32,4,5,5,3,4,1,9,1
2022-03-22,Hospital Nukleus Labuan,8,2,1,2,0,0,1,2,0
2022-03-22,Jabatan Kesihatan Labuan,0,0,0,0,0,0,0,0,0
2022-03-22,Malacca General Hospital,42,5,6,5,7,5,2,10,2
2022-03-22,Hospital Alor Gajah,24,0,4,4,1,5,5,3,2
2022-03-22,Hospital Jasin,32,4,3,2,3,2,8,5,5
2022-03-22,Hospital Angkatan Tentera Terendak,6,2,0,1,1,0,0,2,0
2022-03-22,Tuanku Ja'afar Hospital,18,2,2,2,2,3,0,4,3
2022-03-22,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",10,1,1,4,0,1,1,1,1
2022-03-22,Hospital Port Dickson,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Tampin,8,0,1,2,0,2,1,1,1
2022-03-22,Hospital Jelebu,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Jempol,25,2,3,4,5,2,2,3,4
2022-03-22,Hospital Rembau,32,4,5,6,5,2,4,4,2
2022-03-22,Tengku Ampuan Afzan Hospital,8,1,0,2,1,1,0,2,1
2022-03-22,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Kuala Lipis,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Raub,18,2,2,0,4,1,2,4,3
2022-03-22,Hospital Bentong,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Jerantut,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Jengka,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Muadzam Shah,0,0,0,0,0,0,0,0,0
2022-03-22,"Hospital Sultan Haji Ahmad Shah, Temerloh",21,0,2,2,3,5,6,1,2
2022-03-22,Hospital Cameron Highlands,14,1,1,5,1,0,2,1,3
2022-03-22,Hospital Rompin,5,0,0,1,2,1,0,1,0
2022-03-22,Hospital Universiti Islam Antabangsa (UIA) Kuantan,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Bera,10,1,1,2,1,0,3,1,1
2022-03-22,Penang General Hospital,7,3,0,0,0,2,1,0,1
2022-03-22,Hospital Sungai Bakap,10,0,1,3,1,0,1,1,3
2022-03-22,Hospital Bukit Mertajam,32,4,4,1,4,9,3,4,3
2022-03-22,Hospital Balik Pulau,8,2,1,2,2,0,1,0,0
2022-03-22,Hospital Seberang Jaya,12,1,0,0,1,3,2,3,2
2022-03-22,Hospital Kepala Batas,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Batu Gajah,8,1,0,2,1,1,0,0,3
2022-03-22,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",84,7,7,11,13,12,15,7,12
2022-03-22,Hospital Changkat Melintang,40,1,2,8,6,7,6,5,5
2022-03-22,Hospital Grik,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Kampar,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Kuala Kangsar,8,1,0,0,1,1,1,2,2
2022-03-22,Hospital Parit Buntar,16,3,2,2,3,2,1,1,2
2022-03-22,"Hospital Raja Permaisuri Bainun, Ipoh",20,1,5,1,2,1,4,3,3
2022-03-22,Hospital Selama,14,1,3,1,0,2,2,2,3
2022-03-22,Hospital Seri Manjung,12,2,1,1,0,0,6,1,1
2022-03-22,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Slim River,66,2,5,7,17,8,6,10,11
2022-03-22,Hospital Tapah,10,2,1,0,1,2,2,0,2
2022-03-22,Hospital Taiping,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Teluk Intan,7,0,2,1,0,1,0,1,2
2022-03-22,"Hospital Tuanku Fauziah, Kangar",24,2,2,4,2,0,2,7,5
2022-03-22,Putrajaya Hospital,0,0,0,0,0,0,0,0,0
2022-03-22,National Cancer Institute,24,6,3,2,3,2,3,3,2
2022-03-22,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",18,3,4,0,0,0,2,3,6
2022-03-22,"Duchess of Kent Hospital, Sandakan",24,2,6,3,2,2,3,5,1
2022-03-22,Hospital Beaufort,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Beluran,15,3,4,0,4,0,0,2,2
2022-03-22,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Kinabatangan,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Kota Belud,20,0,4,2,1,2,6,3,2
2022-03-22,Hospital Kota Marudu,40,9,2,4,2,7,9,3,4
2022-03-22,Hospital Kuala Penyu,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Kudat,5,1,1,0,1,0,1,1,0
2022-03-22,Hospital Lahad Datu,6,1,0,0,1,2,1,1,0
2022-03-22,Hospital Mesra Bukit Padang,12,3,0,0,2,0,2,3,2
2022-03-22,Hospital Papar,7,0,2,0,0,1,1,1,2
2022-03-22,Hospital Ranau,24,1,3,4,4,2,5,3,2
2022-03-22,Hospital Semporna,15,2,2,1,2,2,1,2,3
2022-03-22,Hospital Sipitang,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Tambunan,14,0,0,2,3,2,2,5,0
2022-03-22,Hospital Tawau,5,0,1,1,0,1,1,0,1
2022-03-22,Hospital Tenom,6,0,0,0,1,1,1,1,2
2022-03-22,Hospital Wanita dan Kanak-Kanak Sabah[5],20,3,1,1,2,2,3,4,4
2022-03-22,Sarawak General Hospital,0,0,0,0,0,0,0,0,0
2022-03-22,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Bau,16,1,1,3,3,3,1,2,2
2022-03-22,Hospital Sibu,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Miri,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Sarikei,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Sri Aman,6,0,0,4,0,0,0,1,1
2022-03-22,Hospital Limbang,6,0,1,0,2,1,1,0,1
2022-03-22,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Sentosa,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Mukah,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Marudi,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Lundu,7,0,0,1,0,1,1,0,4
2022-03-22,Hospital Bintulu,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Betong,5,0,2,0,1,0,1,0,1
2022-03-22,Hospital Serian,7,0,0,2,0,3,0,0,2
2022-03-22,Hospital Simunjan,8,2,2,0,0,1,1,1,1
2022-03-22,Rajah Charles Brooke Memorial Hospital,36,2,7,4,4,3,7,5,4
2022-03-22,Hospital Kanowit,10,3,4,0,0,2,1,0,0
2022-03-22,Hospital Saratok,6,2,2,0,0,0,0,2,0
2022-03-22,Hospital Dalat,15,2,2,2,3,2,1,2,1
2022-03-22,Hospital Shah Alam,24,6,4,1,0,2,4,3,4
2022-03-22,Hospital Ampang,5,1,0,0,1,0,0,3,0
2022-03-22,Hospital Banting,10,1,0,0,1,3,2,3,0
2022-03-22,Hospital Kajang,42,7,5,6,4,4,7,5,4
2022-03-22,Hospital Kuala Kubu Baru,16,1,3,2,2,2,1,3,2
2022-03-22,Hospital Selayang,56,11,5,7,6,11,6,6,4
2022-03-22,Hospital Sultan Idris Shah Serdang,8,1,1,1,2,2,1,0,0
2022-03-22,Hospital Sungai Buloh,28,3,6,1,1,5,3,7,2
2022-03-22,Hospital Tanjung Karang,20,2,3,6,2,3,2,2,0
2022-03-22,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",24,3,3,5,4,1,6,2,0
2022-03-22,"Hospital Tengku Ampuan Rahimah, Klang",28,4,3,2,3,2,8,6,0
2022-03-22,Universiti Putra Malaysia Teaching Hospital,8,1,0,0,0,0,3,3,1
2022-03-22,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",35,1,7,4,10,2,2,6,3
2022-03-22,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",50,6,7,5,6,6,4,7,9
2022-03-22,Hospital Dungun,32,6,4,2,2,4,6,6,2
2022-03-22,Hospital Kemaman,8,1,0,3,2,1,1,0,0
2022-03-22,Hospital Besut,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Hulu Terengganu,0,0,0,0,0,0,0,0,0
2022-03-22,Hospital Setiu,18,3,4,3,1,3,3,1,0
2022-03-23,"Hospital Pakar Sultanah Fatimah, Muar",0,0,0,0,0,0,0,0,0
2022-03-23,"Hospital Sultanah Nora Ismail, Batu Pahat",0,0,0,0,0,0,0,0,0
2022-03-23,"Hospital Enche Besar Hajjah Kalsom, Kluang",120,18,18,9,21,13,14,14,13
2022-03-23,Hospital Segamat,80,14,11,10,11,6,6,9,13
2022-03-23,Hospital Pontian,18,0,1,1,4,1,4,5,2
2022-03-23,Hospital Kota Tinggi,8,2,1,1,1,1,1,0,1
2022-03-23,Hospital Mersing,24,1,3,3,3,4,2,2,6
2022-03-23,Hospital Tangkak,8,2,0,0,3,0,3,0,0
2022-03-23,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",10,1,2,1,2,3,0,0,1
2022-03-23,Sultan Ismail Hospital,5,1,0,0,0,2,1,1,0
2022-03-23,"Hospital Sultanah Aminah, Johor Bahru[2]",6,1,0,1,1,2,0,0,1
2022-03-23,"Sultanah Bahiyah Hospital, Alor Setar",48,7,6,6,5,12,4,5,3
2022-03-23,"Sultan Abdul Halim Hospital, Sungai Petani",5,1,0,1,1,1,0,0,1
2022-03-23,Pendang Hospital,0,0,0,0,0,0,0,0,0
2022-03-23,Kulim Hospital,30,1,4,5,6,3,2,6,3
2022-03-23,Baling Hospital,14,2,1,1,3,2,2,1,2
2022-03-23,Sik Hospital,14,2,3,1,3,2,2,1,0
2022-03-23,Hospital Yan,0,0,0,0,0,0,0,0,0
2022-03-23,Hospital Jitra,40,4,7,4,5,7,5,5,3
2022-03-23,Hospital Kuala Nerang,10,3,0,1,1,4,0,0,1
2022-03-23,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
2022-03-23,Hospital Pasir Mas,25,4,6,3,3,1,5,2,1
2022-03-23,Hospital Tumpat,60,7,8,4,10,12,4,9,6
