date,hospital,requests,A+,A-,B+,B-,AB+,AB-,O+,O-
2022-03-15,Hospital Kuala Kangsar,5,0,0,1,1,1,0,2,0
2022-03-15,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-03-15,"Hospital Raja Permaisuri Bainun, Ipoh",6,0,1,0,1,0,1,2,1
2022-03-15,Hospital Selama,14,4,1,2,1,2,1,1,2
2022-03-15,Hospital Seri Manjung,8,0,1,2,3,0,0,2,0
2022-03-15,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Slim River,5,0,0,1,1,1,1,0,1
2022-03-15,Hospital Tapah,14,3,2,0,1,2,3,1,2
2022-03-15,Hospital Taiping,5,1,0,0,1,1,0,0,2
2022-03-15,Hospital Teluk Intan,24,1,3,0,2,3,4,5,6
2022-03-15,"Hospital Tuanku Fauziah, Kangar",10,3,1,2,3,0,1,0,0
2022-03-15,Putrajaya Hospital,5,0,0,2,1,0,0,2,0
2022-03-15,National Cancer Institute,0,0,0,0,0,0,0,0,0
2022-03-15,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
2022-03-15,"Duchess of Kent Hospital, Sandakan",32,3,4,4,4,3,5,6,3
2022-03-15,Hospital Beaufort,35,5,3,1,3,7,8,5,3
2022-03-15,Hospital Beluran,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Kinabatangan,5,1,1,1,1,0,0,0,1
2022-03-15,Hospital Kota Belud,14,4,3,2,0,1,2,0,2
2022-03-15,Hospital Kota Marudu,12,2,2,1,1,3,2,0,1
2022-03-15,Hospital Kuala Penyu,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Kudat,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Lahad Datu,14,1,2,1,1,2,5,2,0
2022-03-15,Hospital Mesra Bukit Padang,20,0,1,3,1,4,4,6,1
2022-03-15,Hospital Papar,21,0,2,3,4,5,3,2,2
2022-03-15,Hospital Ranau,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Semporna,55,7,7,6,9,7,4,10,5
2022-03-15,Hospital Sipitang,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Tambunan,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Tawau,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Tenom,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Wanita dan Kanak-Kanak Sabah[5],42,5,2,4,7,7,6,8,3
2022-03-15,Sarawak General Hospital,0,0,0,0,0,0,0,0,0
2022-03-15,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Bau,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Sibu,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Miri,5,0,0,1,0,2,1,1,0
2022-03-15,Hospital Sarikei,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Limbang,5,0,0,0,3,0,0,0,2
2022-03-15,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Sentosa,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Mukah,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Marudi,6,1,0,0,1,2,0,1,1
2022-03-15,Hospital Lundu,14,2,1,2,1,4,2,1,1
2022-03-15,Hospital Bintulu,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Serian,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Simunjan,0,0,0,0,0,0,0,0,0
2022-03-15,Rajah Charles Brooke Memorial Hospital,6,2,0,1,0,0,2,0,1
2022-03-15,Hospital Kanowit,6,0,2,0,1,1,2,0,0
2022-03-15,Hospital Saratok,14,1,1,3,2,0,2,2,3
2022-03-15,Hospital Dalat,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Shah Alam,18,3,3,3,2,3,1,1,2
2022-03-15,Hospital Ampang,16,3,3,1,1,2,1,2,3
2022-03-15,Hospital Banting,12,2,2,0,3,0,1,2,2
2022-03-15,Hospital Kajang,5,0,1,0,2,0,1,0,1
2022-03-15,Hospital Kuala Kubu Baru,5,0,0,2,0,0,1,0,2
2022-03-15,Hospital Selayang,18,3,0,2,6,1,2,2,2
2022-03-15,Hospital Sultan Idris Shah Serdang,24,6,2,5,0,1,2,5,3
2022-03-15,Hospital Sungai Buloh,30,4,2,3,9,5,1,2,4
2022-03-15,Hospital Tanjung Karang,30,6,3,4,5,5,2,3,2
2022-03-15,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",10,0,0,1,2,0,1,5,1
2022-03-15,"Hospital Tengku Ampuan Rahimah, Klang",16,2,3,4,1,1,2,1,2
2022-03-15,Universiti Putra Malaysia Teaching Hospital,48,6,8,6,4,7,6,6,5
2022-03-15,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",8,0,1,1,1,1,1,2,1
2022-03-15,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",15,1,0,2,5,0,1,2,4
2022-03-15,Hospital Dungun,24,4,3,6,2,5,1,2,1
2022-03-15,Hospital Kemaman,7,2,0,1,0,0,1,1,2
2022-03-15,Hospital Besut,0,0,0,0,0,0,0,0,0
2022-03-15,Hospital Hulu Terengganu,36,2,3,5,3,8,5,4,6
2022-03-15,Hospital Setiu,0,0,0,0,0,0,0,0,0
2022-03-16,"Hospital Pakar Sultanah Fatimah, Muar",0,0,0,0,0,0,0,0,0
2022-03-16,"Hospital Sultanah Nora Ismail, Batu Pahat",42,3,3,7,5,5,6,9,4
2022-03-16,"Hospital Enche Besar Hajjah Kalsom, Kluang",0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Segamat,16,0,1,3,2,4,2,2,2
2022-03-16,Hospital Pontian,6,1,0,0,0,0,0,3,2
2022-03-16,Hospital Kota Tinggi,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Mersing,30,3,7,5,1,3,3,3,5
2022-03-16,Hospital Tangkak,42,6,7,6,4,4,6,5,4
2022-03-16,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",40,6,5,6,4,5,7,3,4
2022-03-16,Sultan Ismail Hospital,20,0,2,5,3,2,2,4,2
2022-03-16,"Hospital Sultanah Aminah, Johor Bahru[2]",15,0,6,2,0,3,2,2,0
2022-03-16,"Sultanah Bahiyah Hospital, Alor Setar",8,1,0,1,0,1,1,2,2
2022-03-16,"Sultan Abdul Halim Hospital, Sungai Petani",8,2,1,1,1,1,0,2,0
2022-03-16,Pendang Hospital,5,0,0,1,0,0,1,1,2
2022-03-16,Kulim Hospital,12,1,3,2,1,1,3,1,0
2022-03-16,Baling Hospital,8,2,3,1,0,0,1,0,1
2022-03-16,Sik Hospital,8,1,0,1,2,0,0,3,1
2022-03-16,Hospital Yan,12,0,3,2,1,1,1,3,1
2022-03-16,Hospital Jitra,42,5,7,5,5,2,8,3,7
2022-03-16,Hospital Kuala Nerang,0,0,0,0,0,0,0,0,0
2022-03-16,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Pasir Mas,12,0,3,1,4,1,0,2,1
2022-03-16,Hospital Tumpat,18,2,2,5,5,2,1,1,0
2022-03-16,Hospital Machang,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Jeli,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Tanah Merah,15,0,2,1,2,4,2,3,1
2022-03-16,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Gua Musang,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Kuala Krai,20,1,2,5,1,6,1,2,2
2022-03-16,Hospital Universiti Sains Malaysia (HUSM),0,0,0,0,0,0,0,0,0
2022-03-16,Kuala Lumpur Hospital,0,0,0,0,0,0,0,0,0
2022-03-16,National Heart Institute of Malaysia (IJN),10,3,0,4,1,0,1,1,0
2022-03-16,Hospital Canselor Tuanku Muhriz UKM (HCTM),0,0,0,0,0,0,0,0,0
2022-03-16,University Malaya Medical Centre (UMMC),32,5,2,5,4,2,3,6,5
2022-03-16,Hospital Angkatan Tentera Tuanku Mizan,18,3,1,3,2,4,1,3,1
2022-03-16,Hospital Rehabilitasi Cheras,21,5,3,1,1,4,4,2,1
2022-03-16,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
2022-03-16,Jabatan Kesihatan Labuan,0,0,0,0,0,0,0,0,0
2022-03-16,Malacca General Hospital,5,0,1,1,0,0,3,0,0
2022-03-16,Hospital Alor Gajah,16,3,1,2,5,1,0,3,1
2022-03-16,Hospital Jasin,5,1,0,0,1,0,3,0,0
2022-03-16,Hospital Angkatan Tentera Terendak,0,0,0,0,0,0,0,0,0
2022-03-16,Tuanku Ja'afar Hospital,0,0,0,0,0,0,0,0,0
2022-03-16,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Port Dickson,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Tampin,10,0,4,1,3,1,0,1,0
2022-03-16,Hospital Jelebu,42,8,3,10,4,5,4,5,3
2022-03-16,Hospital Jempol,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Rembau,0,0,0,0,0,0,0,0,0
2022-03-16,Tengku Ampuan Afzan Hospital,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Kuala Lipis,8,2,0,1,1,2,0,1,1
2022-03-16,Hospital Raub,8,0,2,3,0,1,0,1,1
2022-03-16,Hospital Bentong,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Jerantut,5,0,1,0,1,1,1,0,1
2022-03-16,Hospital Jengka,18,3,1,3,4,1,1,5,0
2022-03-16,Hospital Muadzam Shah,0,0,0,0,0,0,0,0,0
2022-03-16,"Hospital Sultan Haji Ahmad Shah, Temerloh",12,0,2,2,3,2,0,1,2
2022-03-16,Hospital Cameron Highlands,21,2,4,3,3,2,2,2,3
2022-03-16,Hospital Rompin,5,1,1,1,0,0,1,1,0
2022-03-16,Hospital Universiti Islam Antabangsa (UIA) Kuantan,18,2,4,2,3,4,1,2,0
2022-03-16,Hospital Bera,0,0,0,0,0,0,0,0,0
2022-03-16,Penang General Hospital,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Sungai Bakap,10,1,0,2,0,2,2,2,1
2022-03-16,Hospital Bukit Mertajam,10,1,2,1,0,2,0,2,2
2022-03-16,Hospital Balik Pulau,5,0,1,1,0,1,1,1,0
2022-03-16,Hospital Seberang Jaya,42,6,5,10,5,4,5,2,5
2022-03-16,Hospital Kepala Batas,48,6,6,7,9,7,6,4,3
2022-03-16,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
2022-03-16,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Changkat Melintang,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Grik,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Kampar,5,0,0,0,3,0,2,0,0
2022-03-16,Hospital Kuala Kangsar,40,5,5,4,6,7,2,5,6
2022-03-16,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-03-16,"Hospital Raja Permaisuri Bainun, Ipoh",0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Selama,6,0,1,0,0,3,0,1,1
2022-03-16,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Slim River,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Tapah,16,1,1,0,0,5,5,3,1
2022-03-16,Hospital Taiping,7,2,0,1,0,0,1,2,1
2022-03-16,Hospital Teluk Intan,8,0,2,2,1,1,1,0,1
2022-03-16,"Hospital Tuanku Fauziah, Kangar",42,5,6,4,3,6,3,5,10
2022-03-16,Putrajaya Hospital,6,1,1,1,0,0,1,1,1
2022-03-16,National Cancer Institute,5,0,0,1,0,0,3,0,1
2022-03-16,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
2022-03-16,"Duchess of Kent Hospital, Sandakan",40,6,4,5,8,6,3,3,5
2022-03-16,Hospital Beaufort,28,1,5,2,3,6,5,1,5
2022-03-16,Hospital Beluran,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Kinabatangan,8,1,1,0,0,0,2,2,2
2022-03-16,Hospital Kota Belud,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Kota Marudu,12,3,3,1,1,2,1,1,0
2022-03-16,Hospital Kuala Penyu,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Kudat,6,1,2,1,1,0,0,1,0
2022-03-16,Hospital Lahad Datu,20,5,4,3,3,0,3,2,0
2022-03-16,Hospital Mesra Bukit Padang,14,4,2,2,2,0,2,1,1
2022-03-16,Hospital Papar,12,1,1,4,2,2,1,0,1
2022-03-16,Hospital Ranau,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Semporna,36,6,3,5,7,5,0,5,5
2022-03-16,Hospital Sipitang,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Tambunan,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Tawau,5,2,0,1,0,1,0,0,1
2022-03-16,Hospital Tenom,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Wanita dan Kanak-Kanak Sabah[5],30,4,4,6,4,1,3,6,2
2022-03-16,Sarawak General Hospital,12,1,2,2,3,1,2,1,0
2022-03-16,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Bau,5,0,0,0,0,0,3,0,2
2022-03-16,Hospital Sibu,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Miri,7,2,0,0,0,2,1,2,0
2022-03-16,Hospital Sarikei,6,1,0,0,0,1,1,1,2
2022-03-16,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Limbang,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Sentosa,10,1,1,2,1,0,1,4,0
2022-03-16,Hospital Mukah,7,1,1,2,1,0,0,1,1
2022-03-16,Hospital Marudi,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Bintulu,5,1,0,0,0,1,0,1,2
2022-03-16,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Serian,5,0,0,0,1,4,0,0,0
2022-03-16,Hospital Simunjan,0,0,0,0,0,0,0,0,0
2022-03-16,Rajah Charles Brooke Memorial Hospital,32,2,4,2,2,9,1,5,7
2022-03-16,Hospital Kanowit,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Saratok,14,0,0,2,3,2,1,1,5
2022-03-16,Hospital Dalat,0,0,0,0,0,0,0,0,0
2022-03-16,Hospital Shah Alam,18,3,1,3,1,2,3,3,2
2022-03-16,Hospital Ampang,15,2,1,1,3,3,1,2,2
2022-03-16,Hospital Banting,6,0,2,0,0,1,0,2,1
2022-03-16,Hospital Kajang,6,0,0,0,1,1,3,0,1
2022-03-16,Hospital Kuala Kubu Baru,12,2,2,0,0,2,3,2,1
2022-03-16,Hospital Selayang,15,1,0,3,2,1,3,2,3
2022-03-16,Hospital Sultan Idris Shah Serdang,16,0,2,2,2,1,3,4,2
2022-03-16,Hospital Sungai Buloh,5,0,0,0,0,1,1,1,2
2022-03-16,Hospital Tanjung Karang,32,4,5,5,3,4,2,6,3
2022-03-16,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",7,1,2,0,2,0,0,0,2
2022-03-16,"Hospital Tengku Ampuan Rahimah, Klang",0,0,0,0,0,0,0,0,0
2022-03-16,Universiti Putra Malaysia Teaching Hospital,70,7,12,6,5,6,11,16,7
2022-03-16,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",0,0,0,0,0,0,0,0,0
2022-03-16,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",40,9,3,5,7,4,2,8,2
2022-03-16,Hospital Dungun,35,5,6,5,2,0,10,1,6
2022-03-16,Hospital Kemaman,7,3,1,1,0,0,2,0,0
2022-03-16,Hospital Besut,10,0,0,3,2,3,2,0,0
2022-03-16,Hospital Hulu Terengganu,14,3,1,2,1,3,2,2,0
2022-03-16,Hospital Setiu,0,0,0,0,0,0,0,0,0
2022-03-17,"Hospital Pakar Sultanah Fatimah, Muar",6,0,2,0,0,0,1,2,1
2022-03-17,"Hospital Sultanah Nora Ismail, Batu Pahat",10,0,1,2,1,5,0,0,1
2022-03-17,"Hospital Enche Besar Hajjah Kalsom, Kluang",0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Segamat,8,0,2,1,0,0,2,2,1
2022-03-17,Hospital Pontian,5,0,1,0,2,1,1,0,0
2022-03-17,Hospital Kota Tinggi,12,1,0,2,3,2,2,0,2
2022-03-17,Hospital Mersing,49,6,5,3,8,5,6,8,8
2022-03-17,Hospital Tangkak,32,2,2,8,4,4,6,2,4
2022-03-17,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",24,1,2,7,3,2,3,4,2
2022-03-17,Sultan Ismail Hospital,7,0,2,0,1,1,1,1,1
2022-03-17,"Hospital Sultanah Aminah, Johor Bahru[2]",5,1,0,0,2,1,1,0,0
2022-03-17,"Sultanah Bahiyah Hospital, Alor Setar",8,0,0,0,2,1,4,0,1
2022-03-17,"Sultan Abdul Halim Hospital, Sungai Petani",0,0,0,0,0,0,0,0,0
2022-03-17,Pendang Hospital,8,1,0,0,2,2,0,0,3
2022-03-17,Kulim Hospital,28,5,1,4,1,4,5,2,6
2022-03-17,Baling Hospital,16,2,0,1,3,2,2,4,2
2022-03-17,Sik Hospital,15,1,1,1,3,2,2,4,1
2022-03-17,Hospital Yan,16,4,2,1,4,1,2,0,2
2022-03-17,Hospital Jitra,35,3,5,6,5,4,0,7,5
2022-03-17,Hospital Kuala Nerang,15,2,3,1,1,0,0,2,6
2022-03-17,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Pasir Mas,24,0,1,7,2,3,3,5,3
2022-03-17,Hospital Tumpat,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Machang,7,0,3,0,0,1,0,3,0
2022-03-17,Hospital Jeli,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Tanah Merah,0,0,0,0,0,0,0,0,0
2022-03-17,"Hospital Tengku Anis, Pasir Putih",16,1,1,1,1,2,3,4,3
2022-03-17,Hospital Gua Musang,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Kuala Krai,32,5,6,5,2,3,7,3,1
2022-03-17,Hospital Universiti Sains Malaysia (HUSM),6,0,1,1,1,0,2,1,0
2022-03-17,Kuala Lumpur Hospital,0,0,0,0,0,0,0,0,0
2022-03-17,National Heart Institute of Malaysia (IJN),24,7,4,2,0,4,1,2,4
2022-03-17,Hospital Canselor Tuanku Muhriz UKM (HCTM),8,0,2,0,0,6,0,0,0
2022-03-17,University Malaya Medical Centre (UMMC),35,5,6,4,6,0,5,5,4
2022-03-17,Hospital Angkatan Tentera Tuanku Mizan,10,0,1,1,1,0,4,1,2
2022-03-17,Hospital Rehabilitasi Cheras,15,5,1,1,1,0,4,1,2
2022-03-17,Hospital Nukleus Labuan,6,0,2,1,1,0,0,2,0
2022-03-17,Jabatan Kesihatan Labuan,24,2,2,4,4,4,1,6,1
2022-03-17,Malacca General Hospital,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Alor Gajah,35,4,2,5,10,3,3,5,3
2022-03-17,Hospital Jasin,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Angkatan Tentera Terendak,5,2,1,0,1,0,0,0,1
2022-03-17,Tuanku Ja'afar Hospital,0,0,0,0,0,0,0,0,0
2022-03-17,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Port Dickson,8,1,2,2,1,1,0,1,0
2022-03-17,Hospital Tampin,7,0,0,1,1,0,1,0,4
2022-03-17,Hospital Jelebu,35,2,7,3,11,3,1,2,6
2022-03-17,Hospital Jempol,16,3,3,3,2,0,3,2,0
2022-03-17,Hospital Rembau,18,0,4,4,3,1,2,2,2
2022-03-17,Tengku Ampuan Afzan Hospital,6,2,3,0,0,0,0,0,1
2022-03-17,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Kuala Lipis,16,4,2,2,1,2,0,3,2
2022-03-17,Hospital Raub,6,0,0,0,3,0,0,2,1
2022-03-17,Hospital Bentong,14,1,2,2,2,1,3,3,0
2022-03-17,Hospital Jerantut,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Jengka,7,1,1,3,0,0,1,1,0
2022-03-17,Hospital Muadzam Shah,15,1,1,2,4,4,1,1,1
2022-03-17,"Hospital Sultan Haji Ahmad Shah, Temerloh",35,3,5,7,3,5,5,3,4
2022-03-17,Hospital Cameron Highlands,25,1,3,5,3,3,2,4,4
2022-03-17,Hospital Rompin,7,0,1,0,1,1,1,2,1
2022-03-17,Hospital Universiti Islam Antabangsa (UIA) Kuantan,21,2,3,3,4,3,5,0,1
2022-03-17,Hospital Bera,0,0,0,0,0,0,0,0,0
2022-03-17,Penang General Hospital,18,1,3,2,1,2,5,2,2
2022-03-17,Hospital Sungai Bakap,8,0,1,1,2,1,1,0,2
2022-03-17,Hospital Bukit Mertajam,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Balik Pulau,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Seberang Jaya,40,4,4,10,6,3,3,4,6
2022-03-17,Hospital Kepala Batas,45,6,7,3,4,7,9,4,5
2022-03-17,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
2022-03-17,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",7,2,1,2,0,0,1,0,1
2022-03-17,Hospital Changkat Melintang,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Grik,16,1,1,3,2,1,1,3,4
2022-03-17,Hospital Kampar,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Kuala Kangsar,6,0,0,1,0,1,0,2,2
2022-03-17,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-03-17,"Hospital Raja Permaisuri Bainun, Ipoh",0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Selama,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Seri Manjung,8,1,0,1,2,1,0,0,3
2022-03-17,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Slim River,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Tapah,10,0,3,0,1,3,1,1,1
2022-03-17,Hospital Taiping,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Teluk Intan,18,4,0,1,0,5,2,2,4
2022-03-17,"Hospital Tuanku Fauziah, Kangar",21,2,5,1,3,1,3,4,2
2022-03-17,Putrajaya Hospital,6,1,0,0,0,2,1,2,0
2022-03-17,National Cancer Institute,0,0,0,0,0,0,0,0,0
2022-03-17,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
2022-03-17,"Duchess of Kent Hospital, Sandakan",42,4,6,2,7,4,11,5,3
2022-03-17,Hospital Beaufort,25,3,4,2,5,1,4,3,3
2022-03-17,Hospital Beluran,7,2,0,1,1,2,0,0,1
2022-03-17,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Kinabatangan,6,1,0,0,2,0,1,2,0
2022-03-17,Hospital Kota Belud,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Kota Marudu,8,1,0,2,1,1,1,1,1
2022-03-17,Hospital Kuala Penyu,5,1,2,1,0,0,0,0,1
2022-03-17,Hospital Kudat,8,2,1,0,1,0,1,2,1
2022-03-17,Hospital Lahad Datu,18,0,2,4,2,3,0,3,4
2022-03-17,Hospital Mesra Bukit Padang,24,4,2,3,5,2,3,2,3
2022-03-17,Hospital Papar,16,4,1,2,1,2,1,2,3
2022-03-17,Hospital Ranau,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Semporna,21,4,1,0,2,2,3,4,5
2022-03-17,Hospital Sipitang,6,1,3,0,0,1,0,1,0
2022-03-17,Hospital Tambunan,12,2,2,0,3,2,2,0,1
2022-03-17,Hospital Tawau,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Tenom,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Wanita dan Kanak-Kanak Sabah[5],6,0,0,1,1,1,2,1,0
2022-03-17,Sarawak General Hospital,16,6,1,2,0,3,1,3,0
2022-03-17,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Bau,28,4,4,1,3,1,8,2,5
2022-03-17,Hospital Sibu,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Miri,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Sarikei,5,0,1,0,0,1,2,1,0
2022-03-17,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Limbang,10,3,0,0,1,3,1,1,1
2022-03-17,Hospital Lawas,5,0,1,1,0,0,0,2,1
2022-03-17,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Sentosa,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Mukah,5,0,2,2,1,0,0,0,0
2022-03-17,Hospital Marudi,6,0,1,1,0,1,0,3,0
2022-03-17,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Bintulu,10,1,1,3,1,3,0,0,1
2022-03-17,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Serian,0,0,0,0,0,0,0,0,0
2022-03-17,Hospital Simunjan,0,0,0,0,0,0,0,0,0
2022-03-17,Rajah Charles Brooke Memorial Hospital,15,2,3,1,2,1,2,1,3
2022-03-17,Hospital Kanowit,5,1,1,0,1,1,0,0,1
2022-03-17,Hospital Saratok,7,0,1,0,1,3,2,0,0
2022-03-17,Hospital Dalat,7,1,2,1,1,1,0,1,0
2022-03-17,Hospital Shah Alam,25,1,2,5,5,2,0,5,5
2022-03-17,Hospital Ampang,8,1,2,1,0,1,0,3,0
2022-03-17,Hospital Banting,18,1,2,3,2,2,1,4,3
2022-03-17,Hospital Kajang,16,4,3,0,3,2,0,4,0
2022-03-17,Hospital Kuala Kubu Baru,7,0,3,0,0,1,0,2,1
2022-03-17,Hospital Selayang,28,2,5,3,4,3,1,7,3
2022-03-17,Hospital Sultan Idris Shah Serdang,40,5,11,3,4,6,1,4,6
2022-03-17,Hospital Sungai Buloh,35,8,5,2,5,4,3,5,3
2022-03-17,Hospital Tanjung Karang,24,2,2,3,3,5,5,1,3
2022-03-17,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",24,5,3,0,3,6,3,1,3
2022-03-17,"Hospital Tengku Ampuan Rahimah, Klang",0,0,0,0,0,0,0,0,0
2022-03-17,Universiti Putra Malaysia Teaching Hospital,50,8,8,4,5,5,8,5,7
2022-03-17,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",21,4,2,2,0,2,5,3,3
