,date,hospital,requests,A+,A-,B+,B-,AB+,AB-,O+,O-
1125,1970-01-01 00:00:00.000000007,Hospital Lahad Datu,0,0,0,0,0,0,0,0,0
1126,1970-01-01 00:00:00.000000007,Hospital Mesra Bukit Padang,0,0,0,0,0,0,0,0,0
1127,1970-01-01 00:00:00.000000007,Hospital Papar,21,2,3,0,4,4,3,3,2
1128,1970-01-01 00:00:00.000000007,Hospital Ranau,0,0,0,0,0,0,0,0,0
1129,1970-01-01 00:00:00.000000007,Hospital Semporna,0,0,0,0,0,0,0,0,0
1130,1970-01-01 00:00:00.000000007,Hospital Sipitang,0,0,0,0,0,0,0,0,0
1131,1970-01-01 00:00:00.000000007,Hospital Tambunan,12,3,2,0,2,2,0,1,2
1132,1970-01-01 00:00:00.000000007,Hospital Tawau,42,5,8,4,4,5,5,5,6
1133,1970-01-01 00:00:00.000000007,Hospital Tenom,0,0,0,0,0,0,0,0,0
1134,1970-01-01 00:00:00.000000007,Hospital Wanita dan Kanak-Kanak Sabah[5],7,1,1,0,0,3,0,2,0
1135,1970-01-01 00:00:00.000000007,Sarawak General Hospital,15,1,1,2,0,2,3,4,2
1136,1970-01-01 00:00:00.000000007,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",10,2,2,2,2,0,0,1,1
1137,1970-01-01 00:00:00.000000007,Hospital Bau,0,0,0,0,0,0,0,0,0
1138,1970-01-01 00:00:00.000000007,Hospital Sibu,0,0,0,0,0,0,0,0,0
1139,1970-01-01 00:00:00.000000007,Hospital Miri,40,8,4,6,4,4,6,5,3
1140,1970-01-01 00:00:00.000000007,Hospital Sarikei,30,3,4,4,3,1,3,6,6
1141,1970-01-01 00:00:00.000000007,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
1142,1970-01-01 00:00:00.000000007,Hospital Limbang,16,2,3,1,1,2,2,3,2
1143,1970-01-01 00:00:00.000000007,Hospital Lawas,15,4,1,2,2,0,1,3,2
1144,1970-01-01 00:00:00.000000007,Hospital Kapit,32,2,9,5,3,4,4,2,3
1145,1970-01-01 00:00:00.000000007,Hospital Sentosa,10,2,1,2,2,0,1,1,1
1146,1970-01-01 00:00:00.000000007,Hospital Mukah,0,0,0,0,0,0,0,0,0
1147,1970-01-01 00:00:00.000000007,Hospital Marudi,66,6,11,5,9,6,10,7,12
1148,1970-01-01 00:00:00.000000007,Hospital Lundu,16,2,2,2,3,2,1,4,0
1149,1970-01-01 00:00:00.000000007,Hospital Bintulu,0,0,0,0,0,0,0,0,0
1150,1970-01-01 00:00:00.000000007,Hospital Betong,0,0,0,0,0,0,0,0,0
1151,1970-01-01 00:00:00.000000007,Hospital Serian,14,2,0,2,3,2,1,3,1
1152,1970-01-01 00:00:00.000000007,Hospital Simunjan,14,1,2,0,2,1,1,2,5
1153,1970-01-01 00:00:00.000000007,Rajah Charles Brooke Memorial Hospital,24,3,5,1,1,2,2,7,3
1154,1970-01-01 00:00:00.000000007,Hospital Kanowit,14,5,1,1,1,1,1,1,3
1155,1970-01-01 00:00:00.000000007,Hospital Saratok,6,0,1,0,0,2,1,1,1
1156,1970-01-01 00:00:00.000000007,Hospital Dalat,5,1,0,0,0,1,1,2,0
1157,1970-01-01 00:00:00.000000007,Hospital Shah Alam,56,10,5,3,4,6,5,13,10
1158,1970-01-01 00:00:00.000000007,Hospital Ampang,30,5,4,1,2,4,2,9,3
1159,1970-01-01 00:00:00.000000007,Hospital Banting,24,2,1,4,2,5,4,2,4
1160,1970-01-01 00:00:00.000000007,Hospital Kajang,30,5,2,6,5,3,3,3,3
1161,1970-01-01 00:00:00.000000007,Hospital Kuala Kubu Baru,8,2,1,2,2,1,0,0,0
1162,1970-01-01 00:00:00.000000007,Hospital Selayang,12,1,1,3,2,1,1,2,1
1163,1970-01-01 00:00:00.000000007,Hospital Sultan Idris Shah Serdang,8,1,2,2,1,1,1,0,0
1164,1970-01-01 00:00:00.000000007,Hospital Sungai Buloh,42,4,6,5,7,6,5,5,4
1165,1970-01-01 00:00:00.000000007,Hospital Tanjung Karang,20,3,2,4,3,2,1,2,3
1166,1970-01-01 00:00:00.000000007,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",42,6,9,4,4,5,4,5,5
1167,1970-01-01 00:00:00.000000007,"Hospital Tengku Ampuan Rahimah, Klang",0,0,0,0,0,0,0,0,0
1168,1970-01-01 00:00:00.000000007,Universiti Putra Malaysia Teaching Hospital,40,3,5,4,5,8,5,4,6
1169,1970-01-01 00:00:00.000000007,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",35,5,5,5,7,1,2,7,3
1170,1970-01-01 00:00:00.000000007,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",32,2,2,4,4,7,7,4,2
1171,1970-01-01 00:00:00.000000007,Hospital Dungun,0,0,0,0,0,0,0,0,0
1172,1970-01-01 00:00:00.000000007,Hospital Kemaman,6,2,2,0,0,1,0,0,1
1173,1970-01-01 00:00:00.000000007,Hospital Besut,0,0,0,0,0,0,0,0,0
1174,1970-01-01 00:00:00.000000007,Hospital Hulu Terengganu,10,1,0,1,2,2,2,1,1
1175,1970-01-01 00:00:00.000000007,Hospital Setiu,32,5,5,3,4,7,2,4,2
1176,1970-01-01 00:00:00.000000008,"Hospital Pakar Sultanah Fatimah, Muar",28,8,2,2,6,2,5,0,3
1177,1970-01-01 00:00:00.000000008,"Hospital Sultanah Nora Ismail, Batu Pahat",8,2,1,1,1,1,0,2,0
1178,1970-01-01 00:00:00.000000008,"Hospital Enche Besar Hajjah Kalsom, Kluang",40,7,3,7,7,5,2,3,6
1179,1970-01-01 00:00:00.000000008,Hospital Segamat,6,0,1,0,1,3,1,0,0
1180,1970-01-01 00:00:00.000000008,Hospital Pontian,6,1,1,2,1,0,0,1,0
1181,1970-01-01 00:00:00.000000008,Hospital Kota Tinggi,12,1,0,1,2,2,1,2,3
1182,1970-01-01 00:00:00.000000008,Hospital Mersing,70,9,9,6,10,8,11,8,9
1183,1970-01-01 00:00:00.000000008,Hospital Tangkak,8,0,0,0,1,2,2,1,2
1184,1970-01-01 00:00:00.000000008,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",10,2,2,0,1,0,2,2,1
1185,1970-01-01 00:00:00.000000008,Sultan Ismail Hospital,18,1,3,0,4,3,3,2,2
1186,1970-01-01 00:00:00.000000008,"Hospital Sultanah Aminah, Johor Bahru[2]",24,2,1,5,2,3,4,5,2
1187,1970-01-01 00:00:00.000000008,"Sultanah Bahiyah Hospital, Alor Setar",35,3,4,5,2,8,6,7,0
1188,1970-01-01 00:00:00.000000008,"Sultan Abdul Halim Hospital, Sungai Petani",16,4,1,2,0,1,1,3,4
1189,1970-01-01 00:00:00.000000008,Pendang Hospital,0,0,0,0,0,0,0,0,0
1190,1970-01-01 00:00:00.000000008,Kulim Hospital,35,3,3,5,4,6,5,7,2
1191,1970-01-01 00:00:00.000000008,Baling Hospital,32,6,7,4,2,4,1,5,3
1192,1970-01-01 00:00:00.000000008,Sik Hospital,0,0,0,0,0,0,0,0,0
1193,1970-01-01 00:00:00.000000008,Hospital Yan,20,1,4,1,1,5,1,4,3
1194,1970-01-01 00:00:00.000000008,Hospital Jitra,7,2,2,2,0,0,0,0,1
1195,1970-01-01 00:00:00.000000008,Hospital Kuala Nerang,42,9,3,4,4,9,5,3,5
1196,1970-01-01 00:00:00.000000008,"Hospital Raja Perempuan Zainab II, Kota Bharu",7,3,0,0,1,1,2,0,0
1197,1970-01-01 00:00:00.000000008,Hospital Pasir Mas,14,0,3,1,1,5,2,2,0
1198,1970-01-01 00:00:00.000000008,Hospital Tumpat,0,0,0,0,0,0,0,0,0
1199,1970-01-01 00:00:00.000000008,Hospital Machang,24,2,5,4,2,2,5,4,0
1200,1970-01-01 00:00:00.000000008,Hospital Jeli,10,2,1,1,1,1,3,1,0
1201,1970-01-01 00:00:00.000000008,Hospital Tanah Merah,10,1,1,1,0,2,2,3,0
1202,1970-01-01 00:00:00.000000008,"Hospital Tengku Anis, Pasir Putih",30,3,2,2,3,4,6,5,5
1203,1970-01-01 00:00:00.000000008,Hospital Gua Musang,18,2,1,4,0,2,5,4,0
1204,1970-01-01 00:00:00.000000008,Hospital Kuala Krai,24,3,5,2,1,4,1,3,5
1205,1970-01-01 00:00:00.000000008,Hospital Universiti Sains Malaysia (HUSM),10,3,1,1,1,1,0,1,2
1206,1970-01-01 00:00:00.000000008,Kuala Lumpur Hospital,6,0,0,2,1,1,0,1,1
1207,1970-01-01 00:00:00.000000008,National Heart Institute of Malaysia (IJN),32,4,6,3,4,2,2,6,5
1208,1970-01-01 00:00:00.000000008,Hospital Canselor Tuanku Muhriz UKM (HCTM),6,0,2,1,0,0,2,1,0
1209,1970-01-01 00:00:00.000000008,University Malaya Medical Centre (UMMC),16,0,3,2,1,2,1,6,1
1210,1970-01-01 00:00:00.000000008,Hospital Angkatan Tentera Tuanku Mizan,0,0,0,0,0,0,0,0,0
1211,1970-01-01 00:00:00.000000008,Hospital Rehabilitasi Cheras,24,3,1,5,1,1,5,3,5
1212,1970-01-01 00:00:00.000000008,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
1213,1970-01-01 00:00:00.000000008,Jabatan Kesihatan Labuan,36,5,2,3,6,5,6,1,8
1214,1970-01-01 00:00:00.000000008,Malacca General Hospital,14,3,1,2,2,0,3,1,2
1215,1970-01-01 00:00:00.000000008,Hospital Alor Gajah,18,3,0,4,1,1,2,1,6
1216,1970-01-01 00:00:00.000000008,Hospital Jasin,66,7,8,6,13,12,5,7,8
1217,1970-01-01 00:00:00.000000008,Hospital Angkatan Tentera Terendak,5,0,0,0,1,0,1,3,0
1218,1970-01-01 00:00:00.000000008,Tuanku Ja'afar Hospital,12,0,2,3,0,1,1,3,2
1219,1970-01-01 00:00:00.000000008,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",5,0,0,2,2,1,0,0,0
1220,1970-01-01 00:00:00.000000008,Hospital Port Dickson,8,2,0,2,1,1,1,1,0
1221,1970-01-01 00:00:00.000000008,Hospital Tampin,20,2,2,0,3,2,2,3,6
1222,1970-01-01 00:00:00.000000008,Hospital Jelebu,0,0,0,0,0,0,0,0,0
1223,1970-01-01 00:00:00.000000008,Hospital Jempol,0,0,0,0,0,0,0,0,0
1224,1970-01-01 00:00:00.000000008,Hospital Rembau,0,0,0,0,0,0,0,0,0
1225,1970-01-01 00:00:00.000000008,Tengku Ampuan Afzan Hospital,16,1,1,3,1,2,3,3,2
1226,1970-01-01 00:00:00.000000008,Hospital Pekan,0,0,0,0,0,0,0,0,0
1227,1970-01-01 00:00:00.000000008,Hospital Kuala Lipis,40,3,2,7,5,5,6,8,4
1228,1970-01-01 00:00:00.000000008,Hospital Raub,0,0,0,0,0,0,0,0,0
1229,1970-01-01 00:00:00.000000008,Hospital Bentong,16,3,2,2,4,2,1,1,1
1230,1970-01-01 00:00:00.000000008,Hospital Jerantut,14,2,5,3,0,1,1,0,2
1231,1970-01-01 00:00:00.000000008,Hospital Jengka,0,0,0,0,0,0,0,0,0
1232,1970-01-01 00:00:00.000000008,Hospital Muadzam Shah,7,0,3,1,1,0,1,0,1
1233,1970-01-01 00:00:00.000000008,"Hospital Sultan Haji Ahmad Shah, Temerloh",12,2,2,1,1,2,2,1,1
1234,1970-01-01 00:00:00.000000008,Hospital Cameron Highlands,16,2,0,3,1,5,0,4,1
1235,1970-01-01 00:00:00.000000008,Hospital Rompin,21,4,5,5,1,2,3,0,1
1236,1970-01-01 00:00:00.000000008,Hospital Universiti Islam Antabangsa (UIA) Kuantan,24,2,4,3,4,2,3,3,3
1237,1970-01-01 00:00:00.000000008,Hospital Bera,0,0,0,0,0,0,0,0,0
1238,1970-01-01 00:00:00.000000008,Penang General Hospital,0,0,0,0,0,0,0,0,0
1239,1970-01-01 00:00:00.000000008,Hospital Sungai Bakap,10,3,2,0,1,1,0,1,2
1240,1970-01-01 00:00:00.000000008,Hospital Bukit Mertajam,64,6,9,6,10,11,7,7,8
1241,1970-01-01 00:00:00.000000008,Hospital Balik Pulau,35,6,4,4,3,6,4,2,6
1242,1970-01-01 00:00:00.000000008,Hospital Seberang Jaya,18,3,1,5,1,1,2,4,1
1243,1970-01-01 00:00:00.000000008,Hospital Kepala Batas,0,0,0,0,0,0,0,0,0
1244,1970-01-01 00:00:00.000000008,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
1245,1970-01-01 00:00:00.000000008,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",12,4,2,0,2,2,0,0,2
1246,1970-01-01 00:00:00.000000008,Hospital Changkat Melintang,24,4,2,6,6,0,2,1,3
1247,1970-01-01 00:00:00.000000008,Hospital Grik,15,1,1,2,2,0,5,2,2
1248,1970-01-01 00:00:00.000000008,Hospital Kampar,8,3,1,0,1,0,0,1,2
1249,1970-01-01 00:00:00.000000008,Hospital Kuala Kangsar,24,2,7,3,5,3,2,2,0
1250,1970-01-01 00:00:00.000000008,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
1251,1970-01-01 00:00:00.000000008,"Hospital Raja Permaisuri Bainun, Ipoh",6,0,0,1,1,0,1,1,2
1252,1970-01-01 00:00:00.000000008,Hospital Selama,5,0,1,2,1,0,0,1,0
1253,1970-01-01 00:00:00.000000008,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0
1254,1970-01-01 00:00:00.000000008,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
1255,1970-01-01 00:00:00.000000008,Hospital Slim River,12,2,0,0,3,2,0,4,1
1256,1970-01-01 00:00:00.000000008,Hospital Tapah,18,0,3,3,3,2,2,1,4
1257,1970-01-01 00:00:00.000000008,Hospital Taiping,10,1,3,0,2,1,0,2,1
1258,1970-01-01 00:00:00.000000008,Hospital Teluk Intan,12,2,1,1,1,2,1,2,2
1259,1970-01-01 00:00:00.000000008,"Hospital Tuanku Fauziah, Kangar",16,4,1,2,2,1,3,1,2
1260,1970-01-01 00:00:00.000000008,Putrajaya Hospital,8,1,0,2,1,1,1,2,0
1261,1970-01-01 00:00:00.000000008,National Cancer Institute,16,1,4,0,3,2,1,4,1
1262,1970-01-01 00:00:00.000000008,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
1263,1970-01-01 00:00:00.000000008,"Duchess of Kent Hospital, Sandakan",0,0,0,0,0,0,0,0,0
1264,1970-01-01 00:00:00.000000008,Hospital Beaufort,0,0,0,0,0,0,0,0,0
1265,1970-01-01 00:00:00.000000008,Hospital Beluran,35,2,3,4,8,3,5,5,5
1266,1970-01-01 00:00:00.000000008,Hospital Keningau,0,0,0,0,0,0,0,0,0
1267,1970-01-01 00:00:00.000000008,Hospital Kinabatangan,0,0,0,0,0,0,0,0,0
1268,1970-01-01 00:00:00.000000008,Hospital Kota Belud,24,1,4,4,1,3,1,5,5
1269,1970-01-01 00:00:00.000000008,Hospital Kota Marudu,0,0,0,0,0,0,0,0,0
1270,1970-01-01 00:00:00.000000008,Hospital Kuala Penyu,0,0,0,0,0,0,0,0,0
1271,1970-01-01 00:00:00.000000008,Hospital Kudat,0,0,0,0,0,0,0,0,0
1272,1970-01-01 00:00:00.000000008,Hospital Lahad Datu,8,0,1,0,1,0,4,1,1
1273,1970-01-01 00:00:00.000000008,Hospital Mesra Bukit Padang,7,0,1,0,1,0,1,1,3
1274,1970-01-01 00:00:00.000000008,Hospital Papar,0,0,0,0,0,0,0,0,0
1275,1970-01-01 00:00:00.000000008,Hospital Ranau,10,1,1,2,1,0,0,2,3
1276,1970-01-01 00:00:00.000000008,Hospital Semporna,7,1,2,1,0,0,2,1,0
1277,1970-01-01 00:00:00.000000008,Hospital Sipitang,0,0,0,0,0,0,0,0,0
1278,1970-01-01 00:00:00.000000008,Hospital Tambunan,0,0,0,0,0,0,0,0,0
1279,1970-01-01 00:00:00.000000008,Hospital Tawau,55,7,11,2,8,6,7,5,9
1280,1970-01-01 00:00:00.000000008,Hospital Tenom,0,0,0,0,0,0,0,0,0
1281,1970-01-01 00:00:00.000000008,Hospital Wanita dan Kanak-Kanak Sabah[5],8,0,0,4,1,0,2,0,1
1282,1970-01-01 00:00:00.000000008,Sarawak General Hospital,24,4,2,3,6,2,2,4,1
1283,1970-01-01 00:00:00.000000008,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
1284,1970-01-01 00:00:00.000000008,Hospital Bau,0,0,0,0,0,0,0,0,0
1285,1970-01-01 00:00:00.000000008,Hospital Sibu,0,0,0,0,0,0,0,0,0
1286,1970-01-01 00:00:00.000000008,Hospital Miri,28,3,1,4,3,4,7,2,4
1287,1970-01-01 00:00:00.000000008,Hospital Sarikei,40,4,6,5,3,6,5,6,5
1288,1970-01-01 00:00:00.000000008,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
1289,1970-01-01 00:00:00.000000008,Hospital Limbang,5,0,0,0,0,1,1,1,2
1290,1970-01-01 00:00:00.000000008,Hospital Lawas,21,5,4,0,2,1,2,2,5
1291,1970-01-01 00:00:00.000000008,Hospital Kapit,24,2,3,2,3,3,5,0,6
1292,1970-01-01 00:00:00.000000008,Hospital Sentosa,14,4,2,4,1,1,0,1,1
1293,1970-01-01 00:00:00.000000008,Hospital Mukah,7,2,2,0,0,2,0,0,1
1294,1970-01-01 00:00:00.000000008,Hospital Marudi,48,10,2,5,6,5,8,6,6
1295,1970-01-01 00:00:00.000000008,Hospital Lundu,21,5,3,0,3,3,2,2,3
1296,1970-01-01 00:00:00.000000008,Hospital Bintulu,0,0,0,0,0,0,0,0,0
1297,1970-01-01 00:00:00.000000008,Hospital Betong,16,4,7,2,2,0,0,0,1
1298,1970-01-01 00:00:00.000000008,Hospital Serian,12,1,1,2,1,2,3,0,2
1299,1970-01-01 00:00:00.000000008,Hospital Simunjan,14,0,0,1,2,3,1,3,4
1300,1970-01-01 00:00:00.000000008,Rajah Charles Brooke Memorial Hospital,21,3,3,2,2,2,2,4,3
1301,1970-01-01 00:00:00.000000008,Hospital Kanowit,28,2,4,4,2,1,5,6,4
1302,1970-01-01 00:00:00.000000008,Hospital Saratok,0,0,0,0,0,0,0,0,0
1303,1970-01-01 00:00:00.000000008,Hospital Dalat,0,0,0,0,0,0,0,0,0
1304,1970-01-01 00:00:00.000000008,Hospital Shah Alam,42,7,3,6,4,6,7,5,4
1305,1970-01-01 00:00:00.000000008,Hospital Ampang,24,6,3,0,2,3,0,4,6
1306,1970-01-01 00:00:00.000000008,Hospital Banting,24,2,5,1,5,2,3,3,3
1307,1970-01-01 00:00:00.000000008,Hospital Kajang,35,4,3,6,3,7,3,4,5
1308,1970-01-01 00:00:00.000000008,Hospital Kuala Kubu Baru,10,1,0,2,0,1,1,1,4
1309,1970-01-01 00:00:00.000000008,Hospital Selayang,0,0,0,0,0,0,0,0,0
1310,1970-01-01 00:00:00.000000008,Hospital Sultan Idris Shah Serdang,28,4,3,2,5,1,4,5,4
1311,1970-01-01 00:00:00.000000008,Hospital Sungai Buloh,72,10,10,9,8,11,12,8,4
1312,1970-01-01 00:00:00.000000008,Hospital Tanjung Karang,12,3,1,1,1,0,2,2,2
1313,1970-01-01 00:00:00.000000008,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",42,3,4,7,8,5,3,9,3
1314,1970-01-01 00:00:00.000000008,"Hospital Tengku Ampuan Rahimah, Klang",0,0,0,0,0,0,0,0,0
1315,1970-01-01 00:00:00.000000008,Universiti Putra Malaysia Teaching Hospital,56,6,8,6,12,5,7,8,4
1316,1970-01-01 00:00:00.000000008,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",56,7,4,11,7,7,10,2,8
1317,1970-01-01 00:00:00.000000008,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",18,2,2,3,3,1,1,4,2
1318,1970-01-01 00:00:00.000000008,Hospital Dungun,0,0,0,0,0,0,0,0,0
1319,1970-01-01 00:00:00.000000008,Hospital Kemaman,0,0,0,0,0,0,0,0,0
1320,1970-01-01 00:00:00.000000008,Hospital Besut,0,0,0,0,0,0,0,0,0
1321,1970-01-01 00:00:00.000000008,Hospital Hulu Terengganu,16,3,3,1,1,2,1,3,2
1322,1970-01-01 00:00:00.000000008,Hospital Setiu,18,3,3,1,3,3,1,2,2
1323,1970-01-01 00:00:00.000000009,"Hospital Pakar Sultanah Fatimah, Muar",66,5,5,10,9,9,8,12,8
1324,1970-01-01 00:00:00.000000009,"Hospital Sultanah Nora Ismail, Batu Pahat",35,0,5,8,6,3,2,9,2
1325,1970-01-01 00:00:00.000000009,"Hospital Enche Besar Hajjah Kalsom, Kluang",24,4,2,3,3,6,2,3,1
1326,1970-01-01 00:00:00.000000009,Hospital Segamat,14,1,1,1,1,5,3,1,1
1327,1970-01-01 00:00:00.000000009,Hospital Pontian,21,5,0,5,3,4,1,3,0
1328,1970-01-01 00:00:00.000000009,Hospital Kota Tinggi,18,4,1,3,3,1,2,4,0
1329,1970-01-01 00:00:00.000000009,Hospital Mersing,48,5,5,10,4,8,3,6,7
1330,1970-01-01 00:00:00.000000009,Hospital Tangkak,0,0,0,0,0,0,0,0,0
1331,1970-01-01 00:00:00.000000009,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",15,1,3,4,3,0,2,2,0
1332,1970-01-01 00:00:00.000000009,Sultan Ismail Hospital,24,3,2,2,0,6,3,2,6
1333,1970-01-01 00:00:00.000000009,"Hospital Sultanah Aminah, Johor Bahru[2]",30,4,2,8,1,4,7,3,1
1334,1970-01-01 00:00:00.000000009,"Sultanah Bahiyah Hospital, Alor Setar",12,0,3,2,2,1,0,1,3
1335,1970-01-01 00:00:00.000000009,"Sultan Abdul Halim Hospital, Sungai Petani",7,2,0,1,1,0,1,1,1
1336,1970-01-01 00:00:00.000000009,Pendang Hospital,0,0,0,0,0,0,0,0,0
1337,1970-01-01 00:00:00.000000009,Kulim Hospital,32,2,1,6,1,4,5,3,10
1338,1970-01-01 00:00:00.000000009,Baling Hospital,32,4,3,4,8,4,4,3,2
1339,1970-01-01 00:00:00.000000009,Sik Hospital,7,0,1,3,1,0,1,0,1
1340,1970-01-01 00:00:00.000000009,Hospital Yan,35,6,3,2,1,9,1,7,6
1341,1970-01-01 00:00:00.000000009,Hospital Jitra,0,0,0,0,0,0,0,0,0
1342,1970-01-01 00:00:00.000000009,Hospital Kuala Nerang,49,3,3,8,3,6,9,8,9
1343,1970-01-01 00:00:00.000000009,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
1344,1970-01-01 00:00:00.000000009,Hospital Pasir Mas,7,0,0,1,1,2,2,0,1
1345,1970-01-01 00:00:00.000000009,Hospital Tumpat,5,0,0,3,1,0,1,0,0
1346,1970-01-01 00:00:00.000000009,Hospital Machang,24,0,2,2,6,4,4,4,2
1347,1970-01-01 00:00:00.000000009,Hospital Jeli,24,2,3,3,2,1,2,4,7
1348,1970-01-01 00:00:00.000000009,Hospital Tanah Merah,12,2,0,1,2,1,5,0,1
1349,1970-01-01 00:00:00.000000009,"Hospital Tengku Anis, Pasir Putih",30,3,5,4,2,6,5,2,3
1350,1970-01-01 00:00:00.000000009,Hospital Gua Musang,15,0,2,1,1,6,0,2,3
1351,1970-01-01 00:00:00.000000009,Hospital Kuala Krai,25,3,3,2,4,3,4,2,4
1352,1970-01-01 00:00:00.000000009,Hospital Universiti Sains Malaysia (HUSM),18,3,1,1,4,3,4,0,2
1353,1970-01-01 00:00:00.000000009,Kuala Lumpur Hospital,6,0,1,1,0,1,1,1,1
1354,1970-01-01 00:00:00.000000009,National Heart Institute of Malaysia (IJN),8,1,0,0,1,1,2,2,1
1355,1970-01-01 00:00:00.000000009,Hospital Canselor Tuanku Muhriz UKM (HCTM),7,1,0,2,1,1,0,0,2
1356,1970-01-01 00:00:00.000000009,University Malaya Medical Centre (UMMC),7,0,1,0,3,0,0,2,1
1357,1970-01-01 00:00:00.000000009,Hospital Angkatan Tentera Tuanku Mizan,0,0,0,0,0,0,0,0,0
1358,1970-01-01 00:00:00.000000009,Hospital Rehabilitasi Cheras,28,3,4,4,2,6,4,3,2
1359,1970-01-01 00:00:00.000000009,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
1360,1970-01-01 00:00:00.000000009,Jabatan Kesihatan Labuan,10,1,1,2,1,1,0,2,2
1361,1970-01-01 00:00:00.000000009,Malacca General Hospital,60,7,6,6,5,13,9,5,9
1362,1970-01-01 00:00:00.000000009,Hospital Alor Gajah,24,6,2,4,0,2,3,4,3
1363,1970-01-01 00:00:00.000000009,Hospital Jasin,54,8,6,4,8,8,5,7,8
1364,1970-01-01 00:00:00.000000009,Hospital Angkatan Tentera Terendak,7,3,0,1,0,2,0,0,1
1365,1970-01-01 00:00:00.000000009,Tuanku Ja'afar Hospital,56,7,5,10,8,8,4,6,8
1366,1970-01-01 00:00:00.000000009,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",0,0,0,0,0,0,0,0,0
1367,1970-01-01 00:00:00.000000009,Hospital Port Dickson,10,0,1,1,1,4,1,2,0
1368,1970-01-01 00:00:00.000000009,Hospital Tampin,88,7,9,12,14,15,10,8,13
1369,1970-01-01 00:00:00.000000009,Hospital Jelebu,0,0,0,0,0,0,0,0,0
1370,1970-01-01 00:00:00.000000009,Hospital Jempol,0,0,0,0,0,0,0,0,0
1371,1970-01-01 00:00:00.000000009,Hospital Rembau,5,0,1,1,2,0,1,0,0
1372,1970-01-01 00:00:00.000000009,Tengku Ampuan Afzan Hospital,7,1,1,1,0,0,3,0,1
1373,1970-01-01 00:00:00.000000009,Hospital Pekan,0,0,0,0,0,0,0,0,0
1374,1970-01-01 00:00:00.000000009,Hospital Kuala Lipis,56,5,9,11,5,10,9,5,2
1375,1970-01-01 00:00:00.000000009,Hospital Raub,7,0,3,0,1,0,1,2,0
1376,1970-01-01 00:00:00.000000009,Hospital Bentong,7,0,0,2,1,1,1,2,0
1377,1970-01-01 00:00:00.000000009,Hospital Jerantut,35,6,3,2,6,6,5,6,1
1378,1970-01-01 00:00:00.000000009,Hospital Jengka,0,0,0,0,0,0,0,0,0
1379,1970-01-01 00:00:00.000000009,Hospital Muadzam Shah,0,0,0,0,0,0,0,0,0
1380,1970-01-01 00:00:00.000000009,"Hospital Sultan Haji Ahmad Shah, Temerloh",18,2,2,2,4,1,2,3,2
1381,1970-01-01 00:00:00.000000009,Hospital Cameron Highlands,6,0,0,2,1,1,0,1,1
1382,1970-01-01 00:00:00.000000009,Hospital Rompin,0,0,0,0,0,0,0,0,0
1383,1970-01-01 00:00:00.000000009,Hospital Universiti Islam Antabangsa (UIA) Kuantan,21,0,1,1,2,3,5,5,4
1384,1970-01-01 00:00:00.000000009,Hospital Bera,0,0,0,0,0,0,0,0,0
1385,1970-01-01 00:00:00.000000009,Penang General Hospital,0,0,0,0,0,0,0,0,0
1386,1970-01-01 00:00:00.000000009,Hospital Sungai Bakap,32,4,1,10,3,2,5,3,4
1387,1970-01-01 00:00:00.000000009,Hospital Bukit Mertajam,12,1,2,3,0,1,0,2,3
1388,1970-01-01 00:00:00.000000009,Hospital Balik Pulau,21,2,4,2,4,1,3,1,4
1389,1970-01-01 00:00:00.000000009,Hospital Seberang Jaya,49,6,7,4,2,10,9,6,5
1390,1970-01-01 00:00:00.000000009,Hospital Kepala Batas,0,0,0,0,0,0,0,0,0
1391,1970-01-01 00:00:00.000000009,Hospital Batu Gajah,5,0,1,0,1,0,0,1,2
1392,1970-01-01 00:00:00.000000009,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",5,1,0,0,2,1,0,0,1
1393,1970-01-01 00:00:00.000000009,Hospital Changkat Melintang,32,5,5,2,2,9,3,3,3
1394,1970-01-01 00:00:00.000000009,Hospital Grik,16,3,0,0,1,3,4,4,1
